Sales Person,Product,Date,Sales,Boxes,Expenses,Category,Team
Beverie Moffet,Mint Chip Choco,2022-03-16,"$15,043",836,"$1,724",Bars,Jucies
Ches Bonnell,Milk Bars,2022-03-16,"$7,959",319,$637,Bars,Tempo
Oby Sorrel,Eclairs,2022-03-16,$651,31,$84,Bites,Jucies
Ches Bonnell,Baker's Choco Chips,2022-03-16,"$14,280",1190,"$7,526",Bars,Tempo
Ches Bonnell,Smooth Sliky Salty,2022-03-16,$672,42,$232,Bars,Tempo
Dennison Crosswaite,Caramel Stuffed Bars,2022-03-16,$420,15,$12,Bars,Yummies
Jehu Rudeforth,99% Dark & Pure,2022-03-16,"$9,527",397,"$1,905",Bars,Tempo
Husein Augar,Choco Coated Almonds,2022-03-16,"$3,262",164,"$1,994",Bites,Yummies
Kaine Padly,Orange Choco,2022-03-16,"$5,201",401,"$3,242",Bars,Delish
Andria Kimpton,Manuka Honey Choco,2022-03-16,"$9,905",331,"$2,978",Other,Jucies
Jehu Rudeforth,Choco Coated Almonds,2022-03-16,"$2,457",176,"$2,200",Bites,Tempo
Ches Bonnell,Eclairs,2022-03-16,"$8,890",494,"$1,658",Bites,Tempo
Kelci Walkden,Eclairs,2022-03-17,"$1,960",109,$360,Bites,Yummies
Rafaelita Blaksland,Choco Coated Almonds,2022-03-17,"$4,487",214,"$2,798",Bites,Yummies
Karlen McCaffrey,Baker's Choco Chips,2022-03-17,"$2,240",249,"$1,529",Bars,Yummies
Mallorie Waber,Drinking Coco,2022-03-17,$308,14,$41,Other,Tempo
Wilone O'Kielt,Milk Bars,2022-03-17,"$1,568",61,$104,Bars,Delish
Dotty Strutley,Orange Choco,2022-03-18,"$6,510",465,"$4,413",Bars,Delish
Beverie Moffet,Organic Choco Syrup,2022-03-18,"$5,992",207,$405,Other,Jucies
Karlen McCaffrey,Drinking Coco,2022-03-18,$609,24,$71,Other,Yummies
Madelene Upcott,99% Dark & Pure,2022-03-18,"$8,141",340,"$1,790",Bars,Jucies
Dennison Crosswaite,White Choc,2022-03-18,"$12,908",1174,$316,Other,Yummies
Dotty Strutley,85% Dark Bars,2022-03-18,$266,15,$12,Bars,Delish
Dotty Strutley,Choco Coated Almonds,2022-03-18,"$14,672",816,"$8,797",Bites,Delish
Andria Kimpton,Manuka Honey Choco,2022-03-18,"$8,540",285,"$2,451",Other,Jucies
Jehu Rudeforth,Raspberry Choco,2022-03-18,$546,26,$165,Bars,Tempo
Roddy Speechley,Peanut Butter Cubes,2022-03-18,"$1,631",86,$409,Bites,Delish
Andria Kimpton,Fruit & Nut Bars,2022-03-18,$203,21,$36,Bars,Jucies
Camilla Castle,85% Dark Bars,2022-03-18,"$3,451",165,$126,Bars,Tempo
Marney O'Breen,Manuka Honey Choco,2022-03-18,"$9,303",282,"$2,159",Other,Yummies
Dotty Strutley,Choco Coated Almonds,2022-03-18,"$5,565",293,"$3,293",Bites,Delish
Madelene Upcott,Baker's Choco Chips,2022-03-18,"$6,083",676,"$4,604",Bars,Jucies
Andria Kimpton,Eclairs,2022-03-18,"$3,808",293,$867,Bites,Jucies
Camilla Castle,Drinking Coco,2022-03-18,"$4,634",172,$473,Other,Tempo
Gigi Bohling,50% Dark Bites,2022-03-18,"$1,085",68,$200,Bites,Delish
Madelene Upcott,Spicy Special Slims,2022-03-19,"$9,506",476,"$4,909",Bites,Jucies
Ches Bonnell,99% Dark & Pure,2022-03-19,"$6,468",270,"$1,396",Bars,Tempo
Ches Bonnell,Peanut Butter Cubes,2022-03-19,"$10,766",490,"$2,375",Bites,Tempo
Husein Augar,After Nines,2022-03-19,"$2,359",91,$606,Bites,Yummies
Van Tuxwell,Smooth Sliky Salty,2022-03-19,$273,21,$114,Bars,Yummies
Camilla Castle,50% Dark Bites,2022-03-19,"$7,217",602,"$1,585",Bites,Tempo
Kaine Padly,Baker's Choco Chips,2022-03-19,"$8,386",560,"$3,780",Bars,Delish
Barr Faughny,99% Dark & Pure,2022-03-19,"$13,111",625,"$2,999",Bars,Yummies
Andria Kimpton,Peanut Butter Cubes,2022-03-19,$287,16,$69,Bites,Jucies
Madelene Upcott,Spicy Special Slims,2022-03-19,"$11,795",492,"$4,304",Bites,Jucies
Wilone O'Kielt,Fruit & Nut Bars,2022-03-19,"$7,721",483,$731,Bars,Delish
Camilla Castle,Baker's Choco Chips,2022-03-19,$147,11,$78,Bars,Tempo
Camilla Castle,70% Dark Bites,2022-03-19,"$2,891",207,"$1,621",Bites,Tempo
Curtice Advani,Fruit & Nut Bars,2022-03-19,$875,49,$91,Bars,Delish
Barr Faughny,50% Dark Bites,2022-03-19,$910,102,$297,Bites,Yummies
Andria Kimpton,Baker's Choco Chips,2022-03-20,"$1,498",100,$657,Bars,Jucies
Van Tuxwell,Mint Chip Choco,2022-03-20,"$1,099",74,$186,Bars,Yummies
Andria Kimpton,After Nines,2022-03-20,$805,26,$162,Bites,Jucies
Jehu Rudeforth,Almond Choco,2022-03-20,"$2,268",152,"$2,354",Bars,Tempo
Dennison Crosswaite,Milk Bars,2022-03-20,"$1,568",69,$148,Bars,Yummies
Roddy Speechley,White Choc,2022-03-20,$49,4,$1,Other,Delish
Ches Bonnell,Drinking Coco,2022-03-20,"$12,558",503,"$1,296",Other,Tempo
Camilla Castle,Eclairs,2022-03-20,"$2,856",179,$555,Bites,Tempo
Kelci Walkden,Milk Bars,2022-03-20,$896,32,$64,Bars,Yummies
Karlen McCaffrey,Almond Choco,2022-03-20,"$2,709",118,"$1,670",Bars,Yummies
Barr Faughny,Baker's Choco Chips,2022-03-20,"$1,729",217,"$1,306",Bars,Yummies
Roddy Speechley,Almond Choco,2022-03-20,"$5,215",326,"$4,613",Bars,Delish
Marney O'Breen,Smooth Sliky Salty,2022-03-20,"$1,008",56,$290,Bars,Yummies
Andria Kimpton,Manuka Honey Choco,2022-03-20,"$10,661",356,"$3,034",Other,Jucies
Dotty Strutley,Fruit & Nut Bars,2022-03-20,"$6,713",560,$946,Bars,Delish
Ches Bonnell,After Nines,2022-03-20,"$5,320",190,"$1,133",Bites,Tempo
Beverie Moffet,Raspberry Choco,2022-03-20,"$3,850",193,"$1,071",Bars,Jucies
Van Tuxwell,Peanut Butter Cubes,2022-03-20,$616,27,$116,Bites,Yummies
Rafaelita Blaksland,Fruit & Nut Bars,2022-03-20,"$3,318",237,$344,Bars,Yummies
Ches Bonnell,Fruit & Nut Bars,2022-03-20,"$1,876",134,$252,Bars,Tempo
Camilla Castle,Spicy Special Slims,2022-03-20,"$10,724",511,"$4,659",Bites,Tempo
Oby Sorrel,Drinking Coco,2022-03-20,"$1,757",61,$142,Other,Jucies
Kaine Padly,Raspberry Choco,2022-03-20,"$11,060",692,"$4,769",Bars,Delish
Beverie Moffet,After Nines,2022-03-20,"$1,645",64,$487,Bites,Jucies
Jehu Rudeforth,Drinking Coco,2022-03-23,$952,34,$79,Other,Tempo
Mallorie Waber,Peanut Butter Cubes,2022-03-23,"$2,786",155,$875,Bites,Tempo
Dotty Strutley,Raspberry Choco,2022-03-23,"$8,659",394,"$2,355",Bars,Delish
Mallorie Waber,Orange Choco,2022-03-23,"$9,765",698,"$5,520",Bars,Tempo
Camilla Castle,White Choc,2022-03-23,"$6,314",451,$120,Other,Tempo
Roddy Speechley,Baker's Choco Chips,2022-03-23,"$4,431",296,"$2,160",Bars,Delish
Camilla Castle,Mint Chip Choco,2022-03-23,"$1,918",113,$259,Bars,Tempo
Gigi Bohling,Choco Coated Almonds,2022-03-23,"$6,111",322,"$4,247",Bites,Delish
Madelene Upcott,Drinking Coco,2022-03-23,$329,13,$31,Other,Jucies
Andria Kimpton,Mint Chip Choco,2022-03-23,"$6,146",473,"$1,265",Bars,Jucies
Camilla Castle,Smooth Sliky Salty,2022-03-23,"$4,529",324,"$1,578",Bars,Tempo
Mallorie Waber,Choco Coated Almonds,2022-03-23,"$3,241",232,"$2,501",Bites,Tempo
Jan Morforth,Raspberry Choco,2022-03-24,"$1,120",63,$442,Bars,Delish
Gunar Cockshoot,Mint Chip Choco,2022-03-24,$770,52,$133,Bars,Yummies
Dennison Crosswaite,After Nines,2022-03-24,"$8,064",279,"$2,088",Bites,Yummies
Jan Morforth,Spicy Special Slims,2022-03-24,"$3,780",172,"$1,885",Bites,Delish
Barr Faughny,Raspberry Choco,2022-03-24,"$1,211",58,$364,Bars,Yummies
Wilone O'Kielt,Orange Choco,2022-03-24,"$2,338",167,"$1,717",Bars,Delish
Andria Kimpton,Organic Choco Syrup,2022-03-24,"$1,666",54,$96,Other,Jucies
Brien Boise,Manuka Honey Choco,2022-03-25,"$1,057",38,$312,Other,Jucies
Jehu Rudeforth,Mint Chip Choco,2022-03-25,"$11,291",706,"$1,728",Bars,Tempo
Madelene Upcott,Eclairs,2022-03-25,"$5,103",243,$644,Bites,Jucies
Marney O'Breen,Baker's Choco Chips,2022-03-25,"$2,982",213,"$1,490",Bars,Yummies
Curtice Advani,Milk Bars,2022-03-25,"$1,274",51,$108,Bars,Delish
Curtice Advani,White Choc,2022-03-26,"$2,786",164,$36,Other,Delish
Gigi Bohling,Mint Chip Choco,2022-03-26,"$7,609",401,$845,Bars,Delish
Dennison Crosswaite,Almond Choco,2022-03-26,"$5,285",265,"$3,467",Bars,Yummies
Curtice Advani,Fruit & Nut Bars,2022-03-26,$196,18,$26,Bars,Delish
Ches Bonnell,Baker's Choco Chips,2022-03-26,$945,63,$460,Bars,Tempo
Wilone O'Kielt,Organic Choco Syrup,2022-03-27,"$8,638",376,$663,Other,Delish
Gunar Cockshoot,Smooth Sliky Salty,2022-03-27,"$12,446",593,"$2,798",Bars,Yummies
Barr Faughny,Choco Coated Almonds,2022-03-27,$140,7,$84,Bites,Yummies
Ches Bonnell,Choco Coated Almonds,2022-03-27,$903,43,$469,Bites,Tempo
Roddy Speechley,Choco Coated Almonds,2022-03-27,"$7,742",517,"$6,048",Bites,Delish
Dotty Strutley,Caramel Stuffed Bars,2022-03-27,$525,21,$18,Bars,Delish
Oby Sorrel,White Choc,2022-03-27,"$8,428",937,$255,Other,Jucies
Mallorie Waber,85% Dark Bars,2022-03-27,$784,42,$32,Bars,Tempo
Kelci Walkden,Mint Chip Choco,2022-03-30,"$4,403",294,$793,Bars,Yummies
Madelene Upcott,99% Dark & Pure,2022-03-30,"$1,022",45,$247,Bars,Jucies
Karlen McCaffrey,Smooth Sliky Salty,2022-03-30,"$10,080",720,"$3,614",Bars,Yummies
Mallorie Waber,Fruit & Nut Bars,2022-03-30,"$9,212",709,"$1,175",Bars,Tempo
Kelci Walkden,Fruit & Nut Bars,2022-03-30,"$7,392",740,"$1,226",Bars,Yummies
Marney O'Breen,Caramel Stuffed Bars,2022-03-31,"$6,174",229,$204,Bars,Yummies
Wilone O'Kielt,After Nines,2022-03-31,"$2,709",105,$639,Bites,Delish
Wilone O'Kielt,Manuka Honey Choco,2022-03-31,"$9,303",333,"$2,523",Other,Delish
Oby Sorrel,Caramel Stuffed Bars,2022-03-31,"$2,401",101,$94,Bars,Jucies
Brien Boise,Drinking Coco,2022-03-31,$126,6,$17,Other,Jucies
Marney O'Breen,85% Dark Bars,2022-03-31,"$2,695",118,$88,Bars,Yummies
Ches Bonnell,Smooth Sliky Salty,2022-03-31,"$7,882",493,"$2,722",Bars,Tempo
Oby Sorrel,Milk Bars,2022-03-31,"$13,370",432,$790,Bars,Jucies
Oby Sorrel,After Nines,2022-03-31,"$5,215",174,"$1,103",Bites,Jucies
Madelene Upcott,50% Dark Bites,2022-03-31,"$12,978",1082,"$3,423",Bites,Jucies
Camilla Castle,Drinking Coco,2022-03-31,"$15,813",688,"$1,739",Other,Tempo
Roddy Speechley,Choco Coated Almonds,2022-03-31,$749,45,$532,Bites,Delish
Kelci Walkden,Peanut Butter Cubes,2022-03-31,"$6,020",241,"$1,282",Bites,Yummies
Andria Kimpton,After Nines,2022-03-31,"$2,135",67,$510,Bites,Jucies
Kaine Padly,Raspberry Choco,2022-03-31,"$10,927",608,"$4,449",Bars,Delish
Rafaelita Blaksland,Raspberry Choco,2022-03-31,"$2,275",120,$820,Bars,Yummies
Rafaelita Blaksland,Mint Chip Choco,2022-03-31,"$9,443",450,"$1,152",Bars,Yummies
Wilone O'Kielt,50% Dark Bites,2022-03-31,"$11,326",944,"$3,093",Bites,Delish
Mallorie Waber,Spicy Special Slims,2022-03-31,"$2,100",105,$948,Bites,Tempo
Camilla Castle,Raspberry Choco,2022-04-01,"$1,127",54,$339,Bars,Tempo
Gigi Bohling,Drinking Coco,2022-04-01,"$5,026",219,$635,Other,Delish
Van Tuxwell,Drinking Coco,2022-04-01,"$4,991",185,$431,Other,Yummies
Barr Faughny,White Choc,2022-04-01,$175,12,$3,Other,Yummies
Dotty Strutley,Milk Bars,2022-04-01,"$9,968",356,$744,Bars,Delish
Mallorie Waber,Smooth Sliky Salty,2022-04-01,"$4,977",277,"$1,627",Bars,Tempo
Oby Sorrel,After Nines,2022-04-01,"$3,423",123,$827,Bites,Jucies
Jan Morforth,Milk Bars,2022-04-01,"$7,952",319,$625,Bars,Delish
Curtice Advani,After Nines,2022-04-01,"$5,859",245,"$1,445",Bites,Delish
Wilone O'Kielt,50% Dark Bites,2022-04-01,"$3,920",262,$800,Bites,Delish
Gunar Cockshoot,Manuka Honey Choco,2022-04-01,"$4,774",165,"$1,393",Other,Yummies
Husein Augar,Drinking Coco,2022-04-01,"$4,165",139,$379,Other,Yummies
Van Tuxwell,99% Dark & Pure,2022-04-01,"$7,518",358,"$1,568",Bars,Yummies
Wilone O'Kielt,Peanut Butter Cubes,2022-04-01,"$4,249",237,"$1,205",Bites,Delish
Ches Bonnell,Spicy Special Slims,2022-04-01,"$2,492",89,$959,Bites,Tempo
Jan Morforth,Spicy Special Slims,2022-04-01,"$4,914",176,"$1,702",Bites,Delish
Jehu Rudeforth,Milk Bars,2022-04-01,"$6,132",212,$392,Bars,Tempo
Camilla Castle,Orange Choco,2022-04-02,$910,114,$932,Bars,Tempo
Mallorie Waber,Raspberry Choco,2022-04-02,"$2,212",101,$585,Bars,Tempo
Kelci Walkden,Organic Choco Syrup,2022-04-02,"$5,796",207,$412,Other,Yummies
Mallorie Waber,Mint Chip Choco,2022-04-02,"$20,181",1010,"$2,632",Bars,Tempo
Ches Bonnell,Fruit & Nut Bars,2022-04-02,"$6,272",571,$992,Bars,Tempo
Mallorie Waber,Orange Choco,2022-04-02,"$3,171",244,"$2,509",Bars,Tempo
Karlen McCaffrey,85% Dark Bars,2022-04-02,$567,27,$21,Bars,Yummies
Gigi Bohling,Baker's Choco Chips,2022-04-02,"$1,701",171,$998,Bars,Delish
Dennison Crosswaite,Smooth Sliky Salty,2022-04-03,"$11,704",836,"$4,616",Bars,Yummies
Brien Boise,Mint Chip Choco,2022-04-03,$420,25,$63,Bars,Jucies
Madelene Upcott,Orange Choco,2022-04-03,$840,60,$627,Bars,Jucies
Gigi Bohling,White Choc,2022-04-03,"$9,940",663,$185,Other,Delish
Gigi Bohling,Eclairs,2022-04-03,"$7,392",528,"$1,682",Bites,Delish
Marney O'Breen,Fruit & Nut Bars,2022-04-03,$434,28,$46,Bars,Yummies
Kaine Padly,50% Dark Bites,2022-04-03,"$2,982",187,$534,Bites,Delish
Jan Morforth,Manuka Honey Choco,2022-04-06,$357,11,$97,Other,Delish
Andria Kimpton,Organic Choco Syrup,2022-04-06,"$12,999",500,$996,Other,Jucies
Gunar Cockshoot,Mint Chip Choco,2022-04-06,"$3,920",280,$660,Bars,Yummies
Barr Faughny,Almond Choco,2022-04-06,"$6,741",338,"$4,512",Bars,Yummies
Jehu Rudeforth,Peanut Butter Cubes,2022-04-06,"$4,529",175,$906,Bites,Tempo
Brien Boise,50% Dark Bites,2022-04-06,"$4,340",543,"$1,642",Bites,Jucies
Barr Faughny,Spicy Special Slims,2022-04-07,"$10,262",467,"$4,903",Bites,Yummies
Karlen McCaffrey,Baker's Choco Chips,2022-04-07,"$5,845",488,"$3,353",Bars,Yummies
Oby Sorrel,Peanut Butter Cubes,2022-04-07,"$3,577",144,$678,Bites,Jucies
Marney O'Breen,Choco Coated Almonds,2022-04-07,"$5,789",414,"$4,986",Bites,Yummies
Dotty Strutley,99% Dark & Pure,2022-04-08,"$2,912",133,$595,Bars,Delish
Curtice Advani,Manuka Honey Choco,2022-04-08,$182,7,$62,Other,Delish
Roddy Speechley,Baker's Choco Chips,2022-04-08,"$5,152",573,"$3,659",Bars,Delish
Mallorie Waber,Drinking Coco,2022-04-08,"$10,206",444,"$1,144",Other,Tempo
Dennison Crosswaite,Drinking Coco,2022-04-08,"$4,347",189,$496,Other,Yummies
Marney O'Breen,Raspberry Choco,2022-04-08,"$4,935",260,"$1,475",Bars,Yummies
Ches Bonnell,85% Dark Bars,2022-04-08,"$1,813",96,$62,Bars,Tempo
Brien Boise,Organic Choco Syrup,2022-04-08,"$2,289",74,$140,Other,Jucies
Ches Bonnell,White Choc,2022-04-08,"$3,794",422,$121,Other,Tempo
Jan Morforth,Caramel Stuffed Bars,2022-04-09,"$5,278",203,$184,Bars,Delish
Barr Faughny,Organic Choco Syrup,2022-04-09,"$2,940",95,$159,Other,Yummies
Husein Augar,Fruit & Nut Bars,2022-04-09,"$8,120",452,$807,Bars,Yummies
Karlen McCaffrey,Smooth Sliky Salty,2022-04-09,"$5,565",279,"$1,569",Bars,Yummies
Madelene Upcott,Milk Bars,2022-04-09,"$1,526",64,$134,Bars,Jucies
Mallorie Waber,Organic Choco Syrup,2022-04-09,"$9,611",418,$788,Other,Tempo
Jehu Rudeforth,99% Dark & Pure,2022-04-10,"$7,518",342,"$1,833",Bars,Tempo
Dennison Crosswaite,85% Dark Bars,2022-04-10,"$13,580",591,$473,Bars,Yummies
Wilone O'Kielt,Spicy Special Slims,2022-04-10,"$3,976",160,"$1,444",Bites,Delish
Gigi Bohling,White Choc,2022-04-10,"$11,277",664,$165,Other,Delish
Barr Faughny,Spicy Special Slims,2022-04-10,"$5,068",242,"$2,630",Bites,Yummies
Ches Bonnell,Orange Choco,2022-04-10,"$8,267",689,"$5,691",Bars,Tempo
Rafaelita Blaksland,99% Dark & Pure,2022-04-10,"$8,862",522,"$2,748",Bars,Yummies
Van Tuxwell,Drinking Coco,2022-04-10,"$15,015",653,"$1,553",Other,Yummies
Curtice Advani,99% Dark & Pure,2022-04-10,"$4,438",247,"$1,128",Bars,Delish
Kelci Walkden,99% Dark & Pure,2022-04-10,"$9,128",508,"$2,225",Bars,Yummies
Jehu Rudeforth,Choco Coated Almonds,2022-04-10,"$2,709",129,"$1,598",Bites,Tempo
Gigi Bohling,Milk Bars,2022-04-10,"$15,960",639,"$1,347",Bars,Delish
Marney O'Breen,Milk Bars,2022-04-10,"$5,439",182,$370,Bars,Yummies
Wilone O'Kielt,99% Dark & Pure,2022-04-10,"$1,540",74,$362,Bars,Delish
Madelene Upcott,After Nines,2022-04-10,"$14,728",476,"$3,411",Bites,Jucies
Rafaelita Blaksland,After Nines,2022-04-10,"$4,704",157,$946,Bites,Yummies
Beverie Moffet,Almond Choco,2022-04-10,"$1,540",74,"$1,037",Bars,Jucies
Ches Bonnell,Caramel Stuffed Bars,2022-04-10,"$11,109",428,$419,Bars,Tempo
Jan Morforth,White Choc,2022-04-10,"$1,638",182,$43,Other,Delish
Madelene Upcott,Eclairs,2022-04-10,"$2,541",128,$393,Bites,Jucies
Kaine Padly,Peanut Butter Cubes,2022-04-10,$231,12,$63,Bites,Delish
Karlen McCaffrey,Peanut Butter Cubes,2022-04-10,"$11,249",490,"$2,422",Bites,Yummies
Barr Faughny,Mint Chip Choco,2022-04-10,"$5,306",332,$820,Bars,Yummies
Curtice Advani,85% Dark Bars,2022-04-10,"$2,079",123,$80,Bars,Delish
Brien Boise,85% Dark Bars,2022-04-10,"$1,148",61,$49,Bars,Jucies
Jehu Rudeforth,Fruit & Nut Bars,2022-04-13,$322,33,$62,Bars,Tempo
Kelci Walkden,Organic Choco Syrup,2022-04-13,"$1,239",42,$72,Other,Yummies
Ches Bonnell,Milk Bars,2022-04-13,"$16,681",596,"$1,334",Bars,Tempo
Jehu Rudeforth,Mint Chip Choco,2022-04-13,$98,6,$14,Bars,Tempo
Wilone O'Kielt,After Nines,2022-04-13,"$5,649",202,"$1,319",Bites,Delish
Ches Bonnell,Choco Coated Almonds,2022-04-13,"$2,870",180,"$2,374",Bites,Tempo
Kaine Padly,Almond Choco,2022-04-13,"$4,151",219,"$3,362",Bars,Delish
Andria Kimpton,Caramel Stuffed Bars,2022-04-13,"$3,962",159,$139,Bars,Jucies
Roddy Speechley,Organic Choco Syrup,2022-04-13,"$7,119",238,$487,Other,Delish
Gunar Cockshoot,Organic Choco Syrup,2022-04-13,"$1,393",52,$94,Other,Yummies
Brien Boise,Peanut Butter Cubes,2022-04-13,"$9,506",414,"$2,143",Bites,Jucies
Jan Morforth,99% Dark & Pure,2022-04-13,"$8,897",495,"$2,768",Bars,Delish
Husein Augar,Choco Coated Almonds,2022-04-13,"$12,019",752,"$8,452",Bites,Yummies
Marney O'Breen,Spicy Special Slims,2022-04-13,"$12,439",622,"$6,702",Bites,Yummies
Gigi Bohling,Peanut Butter Cubes,2022-04-13,"$3,612",191,$962,Bites,Delish
Roddy Speechley,99% Dark & Pure,2022-04-13,"$2,646",111,$569,Bars,Delish
Andria Kimpton,Choco Coated Almonds,2022-04-13,$511,35,$434,Bites,Jucies
Curtice Advani,Almond Choco,2022-04-13,"$4,207",192,"$2,332",Bars,Delish
Madelene Upcott,Fruit & Nut Bars,2022-04-13,"$10,290",606,"$1,004",Bars,Jucies
Brien Boise,Drinking Coco,2022-04-13,"$6,069",264,$621,Other,Jucies
Dennison Crosswaite,Drinking Coco,2022-04-14,"$12,292",410,"$1,219",Other,Yummies
Kaine Padly,Baker's Choco Chips,2022-04-14,"$3,794",475,"$3,264",Bars,Delish
Andria Kimpton,Drinking Coco,2022-04-14,"$16,793",700,"$2,046",Other,Jucies
Husein Augar,50% Dark Bites,2022-04-14,"$5,327",381,"$1,280",Bites,Yummies
Wilone O'Kielt,Smooth Sliky Salty,2022-04-14,"$1,267",61,$285,Bars,Delish
Beverie Moffet,Peanut Butter Cubes,2022-04-14,"$3,514",185,$993,Bites,Jucies
Wilone O'Kielt,Almond Choco,2022-04-14,"$10,157",535,"$7,998",Bars,Delish
Kaine Padly,Spicy Special Slims,2022-04-14,"$9,555",399,"$3,564",Bites,Delish
Husein Augar,Raspberry Choco,2022-04-14,"$8,960",427,"$2,708",Bars,Yummies
Madelene Upcott,Spicy Special Slims,2022-04-14,$581,21,$207,Bites,Jucies
Beverie Moffet,Fruit & Nut Bars,2022-04-15,$735,41,$65,Bars,Jucies
Madelene Upcott,Manuka Honey Choco,2022-04-15,"$7,084",284,"$2,196",Other,Jucies
Marney O'Breen,After Nines,2022-04-15,"$4,438",139,$873,Bites,Yummies
Dotty Strutley,Fruit & Nut Bars,2022-04-15,"$9,646",603,"$1,038",Bars,Delish
Dotty Strutley,Fruit & Nut Bars,2022-04-15,"$3,759",290,$508,Bars,Delish
Oby Sorrel,Eclairs,2022-04-15,$721,38,$123,Bites,Jucies
Gigi Bohling,Orange Choco,2022-04-15,"$5,887",655,"$6,849",Bars,Delish
Jehu Rudeforth,Choco Coated Almonds,2022-04-15,"$7,924",496,"$5,745",Bites,Tempo
Rafaelita Blaksland,99% Dark & Pure,2022-04-15,"$7,343",306,"$1,583",Bars,Yummies
Oby Sorrel,Baker's Choco Chips,2022-04-15,$994,83,$555,Bars,Jucies
Husein Augar,Organic Choco Syrup,2022-04-15,"$1,568",66,$119,Other,Yummies
Kaine Padly,Mint Chip Choco,2022-04-15,$959,57,$143,Bars,Delish
Madelene Upcott,Baker's Choco Chips,2022-04-15,"$5,355",670,"$4,156",Bars,Jucies
Wilone O'Kielt,Fruit & Nut Bars,2022-04-15,"$12,915",1175,"$1,929",Bars,Delish
Oby Sorrel,Mint Chip Choco,2022-04-16,"$5,621",352,$957,Bars,Jucies
Van Tuxwell,Orange Choco,2022-04-16,"$5,089",364,"$3,838",Bars,Yummies
Brien Boise,Choco Coated Almonds,2022-04-16,"$13,993",737,"$7,861",Bites,Jucies
Beverie Moffet,Organic Choco Syrup,2022-04-16,"$4,242",152,$300,Other,Jucies
Van Tuxwell,Orange Choco,2022-04-16,"$2,842",406,"$3,354",Bars,Yummies
Wilone O'Kielt,Drinking Coco,2022-04-17,"$8,862",370,"$1,018",Other,Delish
Van Tuxwell,85% Dark Bars,2022-04-17,"$19,054",794,$547,Bars,Yummies
Brien Boise,70% Dark Bites,2022-04-17,"$5,551",694,"$5,835",Bites,Jucies
Marney O'Breen,Mint Chip Choco,2022-04-17,"$1,946",93,$251,Bars,Yummies
Marney O'Breen,Choco Coated Almonds,2022-04-17,$966,44,$601,Bites,Yummies
Jan Morforth,Milk Bars,2022-04-17,"$2,730",119,$249,Bars,Delish
Dennison Crosswaite,Drinking Coco,2022-04-17,"$10,010",358,$967,Other,Yummies
Gunar Cockshoot,Raspberry Choco,2022-04-17,"$4,529",302,"$1,842",Bars,Yummies
Karlen McCaffrey,70% Dark Bites,2022-04-17,"$9,891",660,"$5,060",Bites,Yummies
Madelene Upcott,Caramel Stuffed Bars,2022-04-17,"$2,275",99,$84,Bars,Jucies
Mallorie Waber,Caramel Stuffed Bars,2022-04-20,"$3,241",116,$107,Bars,Tempo
Dennison Crosswaite,70% Dark Bites,2022-04-20,$917,66,$506,Bites,Yummies
Gigi Bohling,99% Dark & Pure,2022-04-20,"$3,913",245,"$1,119",Bars,Delish
Roddy Speechley,Caramel Stuffed Bars,2022-04-21,"$1,792",75,$67,Bars,Delish
Jehu Rudeforth,Smooth Sliky Salty,2022-04-21,"$5,761",339,"$1,906",Bars,Tempo
Jehu Rudeforth,Manuka Honey Choco,2022-04-21,"$5,327",214,"$1,824",Other,Tempo
Ches Bonnell,85% Dark Bars,2022-04-21,"$1,519",95,$77,Bars,Tempo
Oby Sorrel,85% Dark Bars,2022-04-21,"$11,326",515,$409,Bars,Jucies
Jehu Rudeforth,Raspberry Choco,2022-04-21,"$7,252",427,"$2,890",Bars,Tempo
Mallorie Waber,Manuka Honey Choco,2022-04-21,"$12,929",418,"$3,595",Other,Tempo
Gunar Cockshoot,Orange Choco,2022-04-21,"$2,996",428,"$4,475",Bars,Yummies
Brien Boise,White Choc,2022-04-21,"$1,239",89,$19,Other,Jucies
Beverie Moffet,Raspberry Choco,2022-04-21,"$9,128",481,"$3,021",Bars,Jucies
Jan Morforth,Eclairs,2022-04-21,"$4,137",319,"$1,025",Bites,Delish
Kaine Padly,Peanut Butter Cubes,2022-04-21,"$6,482",260,"$1,407",Bites,Delish
Husein Augar,Drinking Coco,2022-04-21,"$1,393",50,$144,Other,Yummies
Dotty Strutley,99% Dark & Pure,2022-04-21,"$11,627",727,"$3,184",Bars,Delish
Gunar Cockshoot,Orange Choco,2022-04-22,"$3,080",257,"$2,213",Bars,Yummies
Gigi Bohling,70% Dark Bites,2022-04-22,"$12,180",812,"$7,430",Bites,Delish
Beverie Moffet,Manuka Honey Choco,2022-04-22,$462,16,$147,Other,Jucies
Beverie Moffet,50% Dark Bites,2022-04-22,"$1,498",107,$321,Bites,Jucies
Barr Faughny,Smooth Sliky Salty,2022-04-23,"$1,589",89,$527,Bars,Yummies
Jehu Rudeforth,Peanut Butter Cubes,2022-04-23,"$2,184",95,$443,Bites,Tempo
Brien Boise,85% Dark Bars,2022-04-23,"$3,073",129,$85,Bars,Jucies
Rafaelita Blaksland,Drinking Coco,2022-04-23,"$16,513",551,"$1,420",Other,Yummies
Kaine Padly,85% Dark Bars,2022-04-23,"$2,051",90,$59,Bars,Delish
Beverie Moffet,70% Dark Bites,2022-04-23,"$11,109",1111,"$10,165",Bites,Jucies
